"Termos","Freq","Código"
"raphael",1,4364
"raphson",2,4365
"rapid",4,4366
"rapidli",2,4367
"rare",7,4368
"rate",107,4369
"rater",2,4370
"rather",1,4371
"ratifi",1,4372
"ratio",33,4373
"ration",6,4374
"ratkowski",1,4375
"rator",1,4376
"raw",4,4377
"rayleigh",2,4378
"rbd",4,4379
"rbnizgp",2,4380
"rbsa",1,4381
"rdi",2,4382
"reach",14,4383
"reaction",3,4384
"read",1,4385
"reader",1,4386
"readili",1,4387
"readjust",1,4388
"reai",1,4389
"real",129,4390
"realist",2,4391
"realiti",7,4392
"realiz",6,4393
"realli",2,4394
"reason",21,4395
"rebalanc",2,4396
"recal",1,4397
"receiv",24,4398
"recent",49,4399
"recept",1,4400
"reciat",1,4401
"recif",4,4402
"recogn",1,4403
"recognit",3,4404
"recommend",13,4405
"recompos",1,4406
"recomposit",1,4407
"reconfigur",2,4408
"reconstruct",4,4409
"record",29,4410
"recov",11,4411
"recoveri",6,4412
"recruit",1,4413
"rectangular",2,4414
"rectifi",1,4415
"rection",1,4416
"rectli",1,4417
"recur",3,4418
"recurr",29,4419
"recurs",1,4420
"red",4,4421
"rede",2,4422
"redistribut",3,4423
"reduc",44,4424
"reduct",14,4425
"redund",2,4426
"ref",2,4427
"refer",47,4428
"referentialdenot",1,4429
"refin",3,4430
"reflect",11,4431
"reform",1,4432
"reformul",2,4433
"refrig",1,4434
"refriger",1,4435
"regard",46,4436
"regardless",2,4437
"regener",1,4438
"regim",16,4439
"regina",1,4440
"region",105,4441
"regist",9,4442
"registr",3,4443
"registri",2,4444
"regr",4,4445
"regress",279,4446
"regressão",1,4447
"regressor",2,4448
"regu",1,4449
"regul",1,4450
"regular",20,4451
"regulatori",1,4452
"rehabilit",12,4453
"rei",2,4454
"reid",4,4455
"reinforc",5,4456
"reisen*",1,4457
"reiter",1,4458
"reject",3,4459
"rel",27,4460
"relat",119,4461
"relatio",1,4462
"relationship",57,4463
"relax",5,4464
"releas",5,4465
"relev",48,4466
"reli",6,4467
"reliabl",9,4468
"relief",1,4469
"reloc",7,4470
"remain",9,4471
"remaind",1,4472
"remark",3,4473
"reml",1,4474
"remot",10,4475
"remov",12,4476
"remuner",1,4477
"renata",1,4478
"renc",2,4479
"render",1,4480
"renew",2,4481
"renounc",1,4482
"rent",3,4483
"reorgan",2,4484
"repair",3,4485
"repar",1,4486
"reparameter",8,4487
"reparametr",5,4488
"reparametri",1,4489
"repeat",19,4490
"repercuss",2,4491
"repetit",11,4492
"replac",6,4493
"replic",10,4494
"report",24,4495
"repov",1,4496
"repres",31,4497
"represent",13,4498
"reproduc",6,4499
"reproduct",18,4500
"reqm",2,4501
"requir",39,4502
"requisito",2,4503
"resampl",7,4504
"research",105,4505
"resembl",1,4506
"reserv",2,4507
"resi",1,4508
"resid",11,4509
"residu",51,4510
"residuesefflu",1,4511
"resist",23,4512
"resolut",9,4513
"resolv",2,4514
"reson",2,4515
"resourc",32,4516
"respect",54,4517
"respiratori",13,4518
"respond",10,4519
"respons",111,4520
"responsibli",1,4521
"rest",4,4522
"restaur",2,4523
"restor",1,4524
"restrict",23,4525
"restricti",1,4526
"restructur",1,4527
"result",307,4528
"resumen",1,4529
"retain",1,4530
"retent",1,4531
"retir",9,4532
"retouch",1,4533
"retract",1,4534
"retrospect",3,4535
"return",49,4536
"reveal",10,4537
"revers",7,4538
"review",25,4539
"revis",2,4540
"revisit",1,4541
"revolut",2,4542
"revolution",1,4543
"reynold",4,4544
"rez",1,4545
"rezend",1,4546
"rhc",1,4547
"rheumat",1,4548
"rheumatoid",1,4549
"rheumatolog",1,4550
"rhode",1,4551
"ribeiro",2,4552
"rical",4,4553
"rice",17,4554
"rich",2,4555
"richard",3,4556
"richardi",1,4557
"richer",1,4558
"richest",1,4559
"rico",2,4560
"ridg",2,4561
"rie",3,4562
"rier",1,4563
"rig",2,4564
"right",22,4565
"rigor",4,4566
"riment",1,4567
"ring",2,4568
"rinstitucion",1,4569
"rio",43,4570
"ripe",2,4571
"rise",4,4572
"risk",102,4573
"riskreturn",1,4574
"riskvulner",1,4575
"riskyreckless",1,4576
"ritha",1,4577
"rithm",1,4578
"river",6,4579
"rmr",6,4580
"rmrj",4,4581
"rmse",5,4582
"rmsea",1,4583
"rna",2,4584
"road",3,4585
"roast",1,4586
"roaster",1,4587
"robberi",3,4588
"roberto",1,4589
"robin",1,4590
"robot",1,4591
"robust",38,4592
"robusta",1,4593
"roc",12,4594
"rocha",1,4595
"rochel",1,4596
"rodrigu",7,4597
"role",19,4598
"roll",2,4599
"romai",1,4600
"rômulo",3,4601
"ronment",1,4602
"root",17,4603
"rootstock",2,4604
"roport",1,4605
"rosalino",1,4606
"rosenberg",1,4607
"rotat",4,4608
"round",2,4609
"roundwood",2,4610
"routin",5,4611
"row",3,4612
"roxo",2,4613
"rpdlomax",1,4614
"rqa",2,4615
"rrm",5,4616
"rsd",2,4617
"rstan",1,4618
"rstudio",3,4619
"rubin",1,4620
"rule",12,4621
"rumor",3,4622
"rumour",1,4623
"run",11,4624
"runger",1,4625
"runoff",1,4626
"ruptur",2,4627
"rural",15,4628
"sa~o",2,4629
"saback",1,4630
"sabrina",1,4631
"saccharum",3,4632
"saem",3,4633
"saf",1,4634
"safe",2,4635
"safer",1,4636
"safeti",3,4637
"sai",2,4638
"said",4,4639
"salad",1,4640
"sale",3,4641
"salet",2,4642
"salin",4,4643
"saliva",1,4644
"salt",4,4645
"sam",4,4646
"sami",1,4647
"sampl",184,4648
"sampler",6,4649
"sánchez",1,4650
"sand",2,4651
"sandwich",1,4652
"sanit",10,4653
"sanitari",1,4654
"santa",4,4655
"santana",2,4656
"santo",22,4657
"sao",1,4658
"são",96,4659
"sapien",1,4660
"sapporo",1,4661
"sar",18,4662
"sarah",1,4663
"sarcoma",1,4664
"sardin",2,4665
"saresp",1,4666
"sari",8,4667
"sarima",1,4668
"sarkar",1,4669
"särndal",1,4670
"sartório",1,4671
"satellit",6,4672
"satil",1,4673
"satisfact",6,4674
"satisfactori",19,4675
"satisfactorili",3,4676
"satisfi",12,4677
"sativa",5,4678
"satscan",1,4679
"satur",1,4680
"saúd",1,4681
"saunder",27,4682
"sauté",1,4683
"save",1,4684
"saw",1,4685
"sawb",3,4686
"sawmil",1,4687
"sbc",2,4688
"scalabl",4,4689
"scale",64,4690
"scan",6,4691
"scarc",1,4692
"scatterplot",1,4693
"scenario",84,4694
"schafer",1,4695
"schauder",2,4696
"schecul",2,4697
"schedul",10,4698
"scheme",17,4699
"schimdt",1,4700
"schizophrenia",5,4701
"schlaegel",1,4702
"schlicht",1,4703
"schliep",1,4704
"schnirelman",2,4705
"scholar",1,4706
"schole",7,4707
"schonmann",1,4708
"school",19,4709
"schro¨ding",1,4710
"schumach",1,4711
"schwartz",1,4712
"schwarz",1,4713
"scielo",1,4714
"scienc",25,4715
"scientif",13,4716
"sclerosi",1,4717
"scope",4,4718
"scopu",1,4719
"score",29,4720
"scott",8,4721
"scrape",2,4722
"screen",7,4723
"script",1,4724
"scrna",4,4725
"scroll",1,4726
"sde",3,4727
"sdg",7,4728
"sdi",11,4729
"sea",1,4730
"search",17,4731
"season",14,4732
"seattl",1,4733
"sebastião",3,4734
"second",70,4735
"secondari",18,4736
"secondli",2,4737
"secretariat",1,4738
"section",24,4739
"sector",20,4740
"sectori",2,4741
"secur",15,4742
"sed",3,4743
"see",6,4744
"seed",11,4745
"seek",33,4746
"seem",6,4747
"seen",13,4748
"segment",19,4749
"segreg",2,4750
"seiz",1,4751
"seldom",1,4752
"select",160,4753
"self",8,4754
"selic",2,4755
"selv",1,4756
"sem",1,4757
"semant",3,4758
"semest",5,4759
"semi",14,4760
"semicontinu",4,4761
"semidecidu",1,4762
"semidefinit",1,4763
"semigroup",3,4764
"semiparametr",4,4765
"senat",1,4766
"send",1,4767
"senior",1,4768
"sens",39,4769
"sensibl",1,4770
"sensit",26,4771
"sensometr",1,4772
"sensometri",3,4773
"sensor",3,4774
"sensori",12,4775
"sensorimetri",1,4776
"sensorom",1,4777
"sent",2,4778
"separ",8,4779
"septemb",2,4780
"seq",4,4781
"sequenc",32,4782
"sequent",2,4783
"sequenti",11,4784
"sergip",1,4785
"seri",184,4786
"séri",11,4787
"serial",4,4788
"série",2,4789
"seriou",9,4790
"serolog",5,4791
"sertão",2,4792
"sertat",1,4793
"serum",1,4794
"serv",15,4795
"server",1,4796
"servic",26,4797
"sessment",1,4798
"set",162,4799
"sete",1,4800
"settl",1,4801
"setup",4,4802
"seven",8,4803
"seventh",1,4804
"sever",124,4805
"severedeath",1,4806
"severini",1,4807
"sewag",3,4808
"sex",13,4809
"sexual",1,4810
"sfa",2,4811
"sfae",2,4812
"sfe",1,4813
"shafer",1,4814
"shannon",1,4815
"shape",25,4816
"shapiro",3,4817
"share",11,4818
"sharp",1,4819
"shed",1,4820
"sheet",1,4821
"shell",1,4822
"shepard",2,4823
"shewhart",3,4824
"shift",20,4825
"shini",3,4826
"shock",1,4827
"shop",2,4828
"shore",2,4829
"short",11,4830
"shorter",2,4831
"shortest",3,4832
"shortli",1,4833
"show",147,4834
"shown",19,4835
"shrinkag",1,4836
"sian",1,4837
"siasu",1,4838
"sibl",2,4839
"sibuya",1,4840
"sic",1,4841
"sichel",1,4842
"sicoob",1,4843
"side",2,4844
"sider",1,4845
"sidnei",1,4846
"sidra",1,4847
"siegel",2,4848
"sieufam",1,4849
"sific",1,4850
"sig",1,4851
"sight",1,4852
"sigmoid",3,4853
"sign",4,4854
"signal",8,4855
"signif",2,4856
"signific",69,4857
"significantli",7,4858
"sigtap",1,4859
"sij",5,4860
"silenc",1,4861
"silent",1,4862
"silhouett",1,4863
"silt",2,4864
"silva",27,4865
"silvia",1,4866
"silvianópoli",2,4867
"silvicultur",1,4868
"sim",1,4869
"sime´trico",1,4870
"similar",42,4871
"simon",7,4872
"simpl",19,4873
"simpler",2,4874
"simplest",2,4875
"simplex",3,4876
"simpli",3,4877
"simplic",1,4878
"simplifi",10,4879
"simul",192,4880
"simula",2,4881
"simultan",18,4882
"sinan",3,4883
"sinc",66,4884
"singer",1,4885
"singh",2,4886
"singl",24,4887
"singular",5,4888
"sinthet",1,4889
"sinval",1,4890
"sion",7,4891
"siqueira",1,4892
"sir",5,4893
"sisson",1,4894
"sit",1,4895
"site",4,4896
"sition",1,4897
"situa",1,4898
"situat",51,4899
"situt",1,4900
"sivep",1,4901
"six",11,4902
"sixteen",1,4903
"sixth",1,4904
"sixti",1,4905
"size",64,4906
"sjogren",1,4907
"sjögren",1,4908
"skeptic",2,4909
"skew",24,4910
"skill",3,4911
"skin",5,4912
"skull",1,4913
"slab",2,4914
"slash",2,4915
"slaughterhous",4,4916
"slaveri",1,4917
"sle",5,4918
"sleman",1,4919
"sli",2,4920
"slight",1,4921
"slip",7,4922
"slope",3,4923
"slow",4,4924
"slower",1,4925
"sludg",3,4926
"slum",1,4927
"smale",1,4928
"small",27,4929
"smaller",13,4930
"smallest",2,4931
"smart",1,4932
"smell",9,4933
"smi",3,4934
"smirnov",1,4935
"smith",3,4936
"smn",1,4937
"smoker",2,4938
"smooth",38,4939
"smoother",2,4940
"smri",1,4941
"smurf",2,4942
"smut",5,4943
"snack",1,4944
"sne",2,4945
"sneez",1,4946
"snell",2,4947
"sneppen",14,4948
"sni",1,4949
"snowbal",5,4950
"snp",17,4951
"so",1,4952
"soar",6,4953
"sobolev",4,4954
"sobr",1,4955
"sobradinho",4,4956
"socgnia",1,4957
"soci",1,4958
"social",77,4959
"socialist",1,4960
"sociat",1,4961
"societi",15,4962
"socio",6,4963
"sociodemograph",10,4964
"socioeconom",32,4965
"sociolog",1,4966
"sociologi",1,4967
"sociospati",1,4968
"sodium",1,4969
"soft",1,4970
"soften",1,4971
"softwar",39,4972
"soi",14,4973
"soil",18,4974
"sol",1,4975
"solid",6,4976
"solo",1,4977
"solubl",1,4978
"solut",66,4979
"solv",28,4980
"solvabl",1,4981
"solver",1,4982
"somehow",1,4983
"someth",1,4984
"sometim",1,4985
"sommer",5,4986
"son",1,4987
"sophist",4,4988
"sore",3,4989
"soriano",1,4990
"sought",13,4991
"sourc",29,4992
"sousa",7,4993
"south",11,4994
"southeast",7,4995
"souza",12,4996
"sow",1,4997
"soybean",10,4998
"space",82,4999
"spam",5,5000
"span",2,5001
"spars",8,5002
"sparsiti",1,5003
"spatial",136,5004
"spatio",13,5005
"spatiotempor",7,5006
"spe",1,5007
"speak",1,5008
"spearman",4,5009
"speci",27,5010
"special",14,5011
"specialist",2,5012
"specialti",3,5013
"specif",61,5014
"specifi",14,5015
"specimen",3,5016
"spectral",1,5017
"spectrogram",2,5018
"spectrograph",2,5019
"spectrographi",2,5020
"spectrometri",1,5021
"spectroscopi",5,5022
"spectrum",3,5023
"specul",2,5024
"speech",6,5025
"speed",3,5026
"spell",12,5027
"spend",1,5028
"sph",6,5029
"sphere",2,5030
"spheric",2,5031
"spheroid",1,5032
"spike",3,5033
"spinal",5,5034
"spinosu",1,5035
"spite",1,5036
"spline",20,5037
"split",6,5038
"spond",1,5039
"sporothrix",1,5040
"sporotrichosi",14,5041
"sport",2,5042
"spot",1,5043
"sprawl",3,5044
"spread",13,5045
"spss",3,5046
"spuriou",2,5047
"spurr",3,5048
"spv",3,5049
"squar",51,5050
"ssa",1,5051
"ßarma",1,5052
"ßarmap",1,5053
"ssc",1,5054
"sseq",1,5055
"ssf",3,5056
"ssfa",2,5057
"ssfae",1,5058
"ssfe",2,5059
"ssim",1,5060
"ssm",3,5061
"ssma",1,5062
"ssme",1,5063
"sta",1,5064
"stabil",37,5065
"stabl",21,5066
"stablish",1,5067
"stack",1,5068
"stage",39,5069
"stai",6,5070
"stakehold",1,5071
"stalk",1,5072
"stan",3,5073
"stand",21,5074
"standard",53,5075
"standpoint",1,5076
"stanford",3,5077
"start",23,5078
"stasni",1,5079
"stat",1,5080
"state",101,5081
"statement",1,5082
"stati",2,5083
"static",4,5084
"station",13,5085
"stationar",3,5086
"stationari",6,5087
"statist",290,5088
"statistician",2,5089
"statisticsuncertainti",1,5090
"statu",6,5091
"steel",1,5092
"stefanni",1,5093
"steklov",2,5094
"stella",1,5095
"stem",2,5096
"step",35,5097
"stepwis",6,5098
"steril",1,5099
"stick",1,5100
"stigmat",1,5101
"still",22,5102
"stillbirth",1,5103
"stimula",1,5104
"stm",3,5105
"stochast",32,5106
"stochvol",2,5107
"stock",12,5108
"stoke",1,5109
"stone",1,5110
"stood",3,5111
"stop",6,5112
"storag",8,5113
"store",1,5114
"str",4,5115
"straightforward",4,5116
"strain",7,5117
"stram",1,5118
"strateg",8,5119
"strategi",36,5120
"stratif",2,5121
"stratifi",2,5122
"strauch",3,5123
"straw",2,5124
"stream",1,5125
"street",4,5126
"strength",1,5127
"strengthen",3,5128
"stress",17,5129
"stretch",1,5130
"stricter",1,5131
"strictli",1,5132
"strip",1,5133
"strong",14,5134
"stronger",3,5135
"strongli",6,5136
"structur",122,5137
"strument",1,5138
"stuart",1,5139
"stuctur",1,5140
"student",34,5141
"studi",557,5142
"style",2,5143
"styliz",1,5144
"sub",12,5145
"subacut",5,5146
"subarea",1,5147
"subclin",2,5148
"subcrit",6,5149
"subcub",2,5150
"subcutan",1,5151
"subdivid",1,5152
"subdivis",1,5153
"subgroup",3,5154
"subject",29,5155
"submetida",2,5156
"submit",9,5157
"submodel",1,5158
"subnotif",1,5159
"subsequ",13,5160
"subset",7,5161
"subsid",2,5162
"subsidi",2,5163
"subspac",5,5164
"substanti",5,5165
"subterranean",1,5166
"subtitulo",1,5167
"subtract",1,5168
"subvarieti",3,5169
"sucarcan",1,5170
"success",10,5171
"successfulli",4,5172
"suckl",1,5173
"sucros",2,5174
"suffer",12,5175
"suffici",6,5176
"sugar",25,5177
"sugarcan",14,5178
"sugarcattl",1,5179
"sugarcoffe",1,5180
"sugarsoi",1,5181
"suggest",26,5182
"suicid",2,5183
"suitabl",11,5184
"sul",2,5185
"sulphur",1,5186
"sulsudoest",1,5187
"sum",3,5188
"sumari",1,5189
"sume",1,5190
"summar",5,5191
"summari",2,5192
"summer",3,5193
"sumption",1,5194
"sunris",1,5195
"sunspot",2,5196
"super",1,5197
"superalgebra",6,5198
"superbimodul",4,5199
"superident",1,5200
"superinvolut",1,5201
"superior",20,5202
"supermarket",1,5203
"superpolynomi",1,5204
"supersolut",2,5205
"supervis",9,5206
"supervisor",3,5207
"supplement",2,5208
"supplementari",1,5209
"suppli",13,5210
"support",41,5211
"supportmanag",1,5212
"suppos",2,5213
"supposedli",2,5214
"suppress",1,5215
"sur",2,5216
"sure",1,5217
"surfac",5,5218
"surgeri",1,5219
"surgic",1,5220
"surpass",1,5221
"surpris",2,5222
"surrend",1,5223
"surround",4,5224
"survei",36,5225
"surveil",10,5226
"surviv",50,5227
"survivor",2,5228
"suscept",24,5229
"suspect",2,5230
"suspend",1,5231
"sustain",11,5232
"sustentável",1,5233
"sutecliff",1,5234
"svd",1,5235
"svm",3,5236
"sweet",4,5237
"swensson",1,5238
"swiss",2,5239
"switch",4,5240
"switzerland",2,5241
"symmetr",29,5242
"symmetri",5,5243
"symp",1,5244
"symptom",18,5245
"symptomat",2,5246
"synchron",2,5247
"syndrom",13,5248
"synergist",1,5249
"synthes",1,5250
"synthesi",1,5251
"synthet",22,5252
"syphili",1,5253
"system",85,5254
"systemat",9,5255
"syx",1,5256
"ta",1,5257
"tabl",5,5258
"tação",2,5259
"tackl",2,5260
"tage",2,5261
"tail",18,5262
"tailor",1,5263
"takara",1,5264
"take",38,5265
"taken",15,5266
"tal",1,5267
"talita",1,5268
"talk",2,5269
"tam",2,5270
"tan",2,5271
"taner",1,5272
"tangibl",1,5273
"tanneri",2,5274
"tardi",1,5275
"target",20,5276
"task",16,5277
"tast",9,5278
"taster",1,5279
"tation",4,5280
"tatrh",1,5281
"taught",1,5282
"tavar",1,5283
"tcd",1,5284
"tch",1,5285
"tda",3,5286
"teach",14,5287
"teacher",12,5288
"team",23,5289
"tech",1,5290
"techiniqu",1,5291
"techni",1,5292
"technic",6,5293
"techniqu",100,5294
"techno",1,5295
"technolog",11,5296
"technologi",13,5297
"tect",1,5298
"ted",4,5299
"teenag",3,5300
"tegrat",1,5301
"tegumentari",1,5302
"tehuantepec",1,5303
"teixeira",2,5304
"telephon",7,5305
"tem",2,5306
"tempera",1,5307
"temperatur",15,5308
"tempor",40,5309
"temporari",2,5310
"temporarili",1,5311
"ten",3,5312
"tend",13,5313
"tendenc",4,5314
"tensor",7,5315
"tensorflow",1,5316
"tent",1,5317
"tenth",1,5318
"tenuou",1,5319
"ter",1,5320
"teresina",4,5321
"teresópoli",1,5322
"terest",1,5323
"teria",1,5324
"terion",1,5325
"terior",1,5326
"teriori",1,5327
"terist",2,5328
"term",63,5329
"termin",1,5330
"ternari",1,5331
"terpret",1,5332
"terra",2,5333
"terribl",1,5334
"territori",24,5335
"test",214,5336
"testfraud",2,5337
"teuni",1,5338
"text",11,5339
"textil",1,5340
"textit",2,5341
"textur",5,5342
"tfd",2,5343
"tha",1,5344
"thai",1,5345
"thaí",1,5346
"thaisimufrjbr",1,5347
"thaynara",1,5348
"themat",6,5349
"theme",12,5350
"theorem",29,5351
"theoret",21,5352
"theori",74,5353
"theoryperson",1,5354
"therapeut",1,5355
"thereaft",1,5356
"therebi",1,5357
"therefor",83,5358
"thereof",1,5359
"therest",1,5360
"theresult",1,5361
"thermal",1,5362
"thermoneutr",1,5363
"these",1,5364
"thesi",24,5365
"thiago",2,5366
"thick",2,5367
"thien",1,5368
"thin",4,5369
"thing",3,5370
"think",2,5371
"third",16,5372
"thirdli",1,5373
"thirti",1,5374
"thompson",1,5375
"thorac",1,5376
"thoracolumbosacr",1,5377
"though",4,5378
"thousand",4,5379
"thread",1,5380
"threat",1,5381
"threaten",1,5382
"three",75,5383
"threshold",17,5384
"throat",3,5385
"thrombogenesi",1,5386
"thrombosi",4,5387
"thrombot",3,5388
"throughout",24,5389
"throughput",2,5390
"throught",1,5391
"thu",97,5392
"ti´tulo",1,5393
"tibshirani",1,5394
"tic",3,5395
"tical",3,5396
"tiemi",1,5397
"tigat",1,5398
"tile",1,5399
"timat",2,5400
"time",313,5401
"timin",1,5402
"timoshenko",3,5403
"ting",1,5404
"tinuou",1,5405
"tion",30,5406
"tional",2,5407
"tisfi",1,5408
"tissu",2,5409
"titl",1,5410
"titucion",1,5411
"tive",1,5412
"tli",1,5413
"tlier",1,5414
"tmd",4,5415
"tobacco",4,5416
"tobbaco",1,5417
"tobit",3,5418
"tocher",5,5419
"todai",2,5420
"todo",1,5421
"togeth",9,5422
"toler",1,5423
"toll",1,5424
"tollmien",1,5425
"tom",1,5426
"tomato",2,5427
"tomé",4,5428
"tommi",2,5429
"ton",4,5430
"tonal",1,5431
"tone",2,5432
"tonian",1,5433
"tood",1,5434
"tool",62,5435
"top",2,5436
"topic",14,5437
"topographi",1,5438
"topolog",18,5439
"topologi",17,5440
"tore",1,5441
"tori",1,5442
"toroid",2,5443
"toru",1,5444
"tost",1,5445
"total",41,5446
"touchard",3,5447
"tourism",11,5448
"tourist",4,5449
"tournament",1,5450
"toward",4,5451
"toxic",1,5452
"tpc",3,5453
"trace",3,5454
"track",1,5455
"tract",1,5456
"traction",1,5457
"trade",3,5458
"tradit",34,5459
"tradition",1,5460
"trado",1,5461
"traffic",1,5462
"train",35,5463
"trait",28,5464
"trajectori",2,5465
"tran",1,5466
"transact",3,5467
"transcriptom",1,5468
"transfer",26,5469
"transform",30,5470
"transit",16,5471
"translat",2,5472
"transmiss",19,5473
"transmit",3,5474
"transplant",1,5475
"transport",8,5476
"transposit",1,5477
"transvers",1,5478
"traumat",1,5479
"treat",16,5480
"treatment",69,5481
"tree",18,5482
"tremont",1,5483
"trend",18,5484
"tri",6,5485
"trial",3,5486
"tribut",4,5487
"tric",1,5488
"trigger",2,5489
"trim",2,5490
"trivari",3,5491
"trivial",3,5492
"troencephalograph",1,5493
"trop",1,5494
"tropic",2,5495
"true",3,5496
"truncat",10,5497
"truncatum",2,5498
"trustworthi",1,5499
"truth",1,5500
"try",7,5501
"tsp",2,5502
"tsurkov",2,5503
"tteranalyz",1,5504
"tto",1,5505
"tuation",1,5506
"tuberculosi",2,5507
"tucker",4,5508
"tukei",3,5509
"tumor",6,5510
"tune",2,5511
"tural",1,5512
"turbin",3,5513
"turbul",1,5514
"ture",3,5515
"turn",8,5516
"tweedi",2,5517
"tween",5,5518
"tweet",1,5519
"twelv",2,5520
"twenti",1,5521
"twice",3,5522
"twin",12,5523
"twitter",8,5524
"two",226,5525
"twofold",1,5526
"type",109,5527
"typic",3,5528
"typif",1,5529
"typologi",1,5530
"ubá",1,5531
"uclust",1,5532
"udn",1,5533
"udni",1,5534
"uds",1,5535
"udx",1,5536
"ufal",1,5537
"ufam",1,5538
"ufpb",1,5539
"ufrj",1,5540
"ufv",2,5541
"ula",1,5542
"ulat",1,5543
"ultim",1,5544
"uma",1,5545
"unadjust",2,5546
"unansw",1,5547
"unassist",2,5548
"unavail",1,5549
"unbalanc",3,5550
"unbias",3,5551
"unbound",1,5552
"uncensor",2,5553
"uncertain",3,5554
"uncertainti",13,5555
"uncivil",1,5556
"uncompl",1,5557
"uncondit",1,5558
"uncondition",1,5559
"unconvent",1,5560
"uncorrel",1,5561
"uncov",1,5562
"undecid",1,5563
"undemocrat",1,5564
"underdispers",1,5565
"underestim",2,5566
"underexplor",1,5567
"undergo",3,5568
"undergon",3,5569
"undergradu",2,5570
"underli",8,5571
"underprivileg",2,5572
"underreport",6,5573
"understand",41,5574
"understood",3,5575
"understori",1,5576
"underus",1,5577
"underw",4,5578
"undesir",1,5579
"undiagnos",1,5580
"undirect",1,5581
"unec",1,5582
"unemploy",2,5583
"unequ",1,5584
"unevenli",1,5585
"unfair",1,5586
"unfeas",1,5587
"unfold",1,5588
"uni",4,5589
"unicamp",2,5590
"unidimension",2,5591
"unidimensionai",1,5592
"unidirect",2,5593
"unifi",10,5594
"uniform",7,5595
"union",1,5596
"uniqu",2,5597
"unit",80,5598
"uniti",1,5599
"univari",14,5600
"univers",49,5601
"universi",3,5602
"universidad",45,5603
"unknown",9,5604
"unkown",1,5605
"unlabel",1,5606
"unlik",4,5607
"unmark",1,5608
"unnatur",2,5609
"unnecessari",1,5610
"unnecessarili",1,5611
"unobserv",4,5612
"unpreced",3,5613
"unpredict",2,5614
"unpu",1,5615
"unpublish",2,5616
"unravel",2,5617
"unrealist",1,5618
"unrel",1,5619
"unreli",1,5620
"unsampl",2,5621
"unsd",1,5622
"unsuit",1,5623
"unsupervis",2,5624
"untreat",1,5625
"unweight",1,5626
"updat",8,5627
"upper",17,5628
"uracil",1,5629
"urban",23,5630
"urbana",1,5631
"urbano",1,5632
"url",2,5633
"uruguai",2,5634
"usa",5,5635
"usabl",1,5636
"usag",2,5637
"user",28,5638
"usf",10,5639
"usingr",1,5640
"usp",1,5641
"usual",47,5642
"uteru",1,5643
"util",6,5644
"utmost",1,5645
"vacanc",1,5646
"vaccin",8,5647
"vagin",2,5648
"vagu",1,5649
"val",1,5650
"vala",1,5651
"valderio",1,5652
"valderioanselmoreisengmailcom",1,5653
"vale",1,5654
"valencia",1,5655
"valentina",2,5656
"valid",57,5657
"valk",3,5658
"vallei",1,5659
"valor",4,5660
"valu",181,5661
"valuabl",1,5662
"valuesiniti",1,5663
"van",1,5664
"vanessa",1,5665
"vanish",1,5666
"var",2,5667
"vari",21,5668
"varia",2,5669
"variabl",332,5670
"variablestim",1,5671
"varianc",70,5672
"variância",1,5673
"variant",13,5674
"variat",54,5675
"variet",1,5676
"varieti",38,5677
"variogram",3,5678
"variograph",1,5679
"variou",24,5680
"vasc",1,5681
"vascul",2,5682
"vasicek",1,5683
"vast",5,5684
"vation",2,5685
"vector",40,5686
"ved",1,5687
"veeh",1,5688
"veget",9,5689
"vehicl",1,5690
"vei",1,5691
"veloc",2,5692
"velop",1,5693
"veloso",1,5694
"venou",1,5695
"ventil",1,5696
"ventilatori",1,5697
"ver",2,5698
"verbal",3,5699
"verif",2,5700
"verifi",69,5701
"vermiform",1,5702
"versatil",2,5703
"versidad",3,5704
"version",26,5705
"versiti",1,5706
"vertebr",1,5707
"vertebra",1,5708
"vertent",1,5709
"vertex",3,5710
"vertic",9,5711
"vestibular",1,5712
"vestig",1,5713
"vex",1,5714
"via",43,5715
"viabl",1,5716
"vicin",1,5717
"viciou",1,5718
"vicker",1,5719
"viçosa",23,5720
"victhor",1,5721
"victhordmeufrjbr",1,5722
"victim",7,5723
"victor",3,5724
"vide",2,5725
"vieira",1,5726
"view",21,5727
"vigor",2,5728
"vii",15,5729
"viii",15,5730
"vilca",1,5731
"villeneuv",1,5732
"vinberg",2,5733
"viniciu",1,5734
"violat",5,5735
"violenc",28,5736
"violent",3,5737
"viousli",1,5738
"viral",3,5739
"viridi",1,5740
"virtual",5,5741
"viru",19,5742
"virus",1,5743
"viscer",4,5744
"viscoela",1,5745
"viscoelast",15,5746
"viscos",5,5747
"viscou",2,5748
"visibl",10,5749
"vision",1,5750
"visit",5,5751
"vista",1,5752
"visual",13,5753
"vital",3,5754
"vitamin",2,5755
"viticultur",1,5756
"vitor",1,5757
"vitoria",1,5758
"vivacqua",1,5759
"vive",1,5760
"vivian",2,5761
"vladimir",1,5762
"vlhiv",1,5763
"voc",1,5764
"vocal",2,5765
"voi",1,5766
"voic",10,5767
"volatil",36,5768
"volum",16,5769
"volumetr",4,5770
"volut",1,5771
"vomit",2,5772
"von",12,5773
"vote",10,5774
"votuporanga",1,5775
"vovk",1,5776
"voze",2,5777
"vsap",9,5778
"vulner",18,5779
"wage",2,5780
"wagner",1,5781
"wai",78,5782
"waic",1,5783
"wait",9,5784
"wal",1,5785
"wald",3,5786
