"Termos","Freq","Documento","IES"
"interv",2,1,4
"investig",1,1,4
"keyword",1,1,4
"knowledg",1,1,4
"likelihood",1,1,4
"lindlei",1,1,4
"made",1,1,4
"maximum",1,1,4
"measur",1,1,4
"methodologi",1,1,4
"model",2,1,4
"mont",2,1,4
"natur",1,1,4
"nest",1,1,4
"new",1,1,4
"observ",1,1,4
"offici",1,1,4
"open",1,1,4
"ospina",2,1,4
"parametr",1,1,4
"perform",1,1,4
"presenc",2,1,4
"probabl",1,1,4
"properti",1,1,4
"proport",1,1,4
"propos",2,1,4
"rang",1,1,4
"rate",2,1,4
"ratio",1,1,4
"regress",2,1,4
"regressor",1,1,4
"restrict",2,1,4
"result",1,1,4
"sever",1,1,4
"simul",2,1,4
"structur",1,1,4
"studi",2,1,4
"suicid",1,1,4
"support",1,1,4
"take",1,1,4
"unit",3,1,4
"variabl",1,1,4
"version",3,1,4
"well",1,1,4
"wider",1,1,4
"work",2,1,4
"year",2,1,4
"zero",4,1,4
"aic",1,2,4
"akaik",1,2,4
"algorithm",1,2,4
"also",1,2,4
"altun",1,2,4
"alwai",2,2,4
"analys",1,2,4
"analysi",3,2,4
"analyz",1,2,4
"appli",1,2,4
"applic",5,2,4
"approach",1,2,4
"base",3,2,4
"bayesian",4,2,4
"bcl",1,2,4
"better",1,2,4
"bilal",1,2,4
"biostatist",1,2,4
"burr",1,2,4
"can",3,2,4
"carlo",1,2,4
"case",3,2,4
"censor",2,2,4
"center",1,2,4
"chain",1,2,4
"choic",1,2,4
"colleagu",2,2,4
"common",1,2,4
"commonli",1,2,4
"compar",2,2,4
"comparison",1,2,4
"compon",1,2,4
"comput",1,2,4
"conclus",1,2,4
"conduct",1,2,4
"consid",2,2,4
"continu",1,2,4
"converg",1,2,4
"criteria",1,2,4
"cure",2,2,4
"dai",1,2,4
"data",6,2,4
"death",1,2,4
"decreas",2,2,4
"degre",1,2,4
"describ",2,2,4
"discret",11,2,4
"diseas",1,2,4
"dissert",2,2,4
"distribut",20,2,4
"dsfx",1,2,4
"edw",3,2,4
"electron",1,2,4
"engin",1,2,4
"estim",4,2,4
"evalu",2,2,4
"event",4,2,4
"exact",1,2,4
"exampl",3,2,4
"exhibit",1,2,4
"explor",1,2,4
"exponenti",2,2,4
"extend",1,2,4
"failur",2,2,4
"field",1,2,4
"find",1,2,4
"first",1,2,4
"form",1,2,4
"formul",1,2,4
"fraction",2,2,4
"freita",1,2,4
"frequentist",2,2,4
"full",1,2,4
"function",4,2,4
"gener",3,2,4
"good",2,2,4
"hatk",1,2,4
"hazard",1,2,4
"implement",1,2,4
"includ",1,2,4
"increas",2,2,4
"individu",1,2,4
"interest",2,2,4
"introduc",4,2,4
"keyword",1,2,4
"known",1,2,4
"kozubowski",1,2,4
"lifetim",1,2,4
"likelihood",3,2,4
"limit",2,2,4
"lindlei",1,2,4
"literatur",5,2,4
"logarithm",1,2,4
"long",2,2,4
"lpml",1,2,4
"margin",1,2,4
"maringá",1,2,4
"markov",1,2,4
"master",2,2,4
"maximum",2,2,4
"mcmc",1,2,4
"mcmcpack",1,2,4
"medic",2,2,4
"method",2,2,4
"might",1,2,4
"model",6,2,4
"mont",1,2,4
"month",1,2,4
"motiv",1,2,4
"nekoukh",1,2,4
"number",2,2,4
"object",1,2,4
"observ",2,2,4
"obtain",1,2,4
"occur",1,2,4
"occurr",1,2,4
"packag",1,2,4
"paper",1,2,4
"paramet",6,2,4
"pareto",1,2,4
"perform",4,2,4
"period",1,2,4
"podgórski",1,2,4
"portion",1,2,4
"presenc",1,2,4
"present",2,2,4
"probabl",1,2,4
"program",2,2,4
"properti",1,2,4
"pseudo",1,2,4
"purpos",1,2,4
"rayleigh",2,2,4
"real",4,2,4
"recent",1,2,4
"recurr",1,2,4
"rel",2,2,4
"repres",2,2,4
"right",1,2,4
"risk",3,2,4
"scienc",1,2,4
"sever",1,2,4
"sibuya",1,2,4
"simpl",1,2,4
"simul",1,2,4
"singl",1,2,4
"small",1,2,4
"state",1,2,4
"studi",4,2,4
"surviv",3,2,4
"suscept",1,2,4
"take",1,2,4
"three",1,2,4
"time",6,2,4
"tool",1,2,4
"treatment",1,2,4
"two",2,2,4
"univers",1,2,4
"variabl",4,2,4
"weibul",3,2,4
"well",1,2,4
"acquir",1,3,4
"addit",2,3,4
"adequaci",1,3,4
"adjust",2,3,4
"aic",2,3,4
"aid",1,3,4
"akaik",1,3,4
"also",1,3,4
"among",1,3,4
"analys",2,3,4
"analysi",4,3,4
"analyz",2,3,4
"approach",4,3,4
"appropri",2,3,4
"arithm",1,3,4
"associ",2,3,4
"base",3,3,4
"bayesian",3,3,4
"better",1,3,4
"brazil",2,3,4
"build",1,3,4
"bution",1,3,4
"caus",1,3,4
"censor",2,3,4
"chronic",1,3,4
"common",1,3,4
"compar",1,3,4
"complex",1,3,4
"consid",2,3,4
"context",1,3,4
"cox",1,3,4
"cri",1,3,4
"criterion",1,3,4
"cure",1,3,4
"data",6,3,4
"devianc",1,3,4
"diagnosi",1,3,4
"dic",1,3,4
"discuss",1,3,4
"diseas",1,3,4
"distri",1,3,4
"distribut",6,3,4
"drug",1,3,4
"earli",1,3,4
"educ",2,3,4
"eight",1,3,4
"estim",1,3,4
"event",1,3,4
"explanatori",2,3,4
"failur",1,3,4
"femal",1,3,4
"find",1,3,4
"fit",2,3,4
"focus",1,3,4
"follow",1,3,4
"found",1,3,4
"fraction",1,3,4
"frequentist",1,3,4
"function",1,3,4
"gama",1,3,4
"gender",2,3,4
"generaliza",1,3,4
"grosso",1,3,4
"group",1,3,4
"higher",2,3,4
"hiv",2,3,4
"hivaid",2,3,4
"howev",1,3,4
"human",1,3,4
"immunodefici",2,3,4
"includ",1,3,4
"infect",1,3,4
"inflat",1,3,4
"inform",1,3,4
"initi",1,3,4
"inject",1,3,4
"interest",2,3,4
"interpret",1,3,4
"involv",1,3,4
"keyword",1,3,4
"known",1,3,4
"kumaraswami",1,3,4
"larg",1,3,4
"later",1,3,4
"lifetim",1,3,4
"likelihood",1,3,4
"literatur",2,3,4
"log",3,3,4
"long",1,3,4
"lower",1,3,4
"main",2,3,4
"mato",1,3,4
"median",1,3,4
"model",9,3,4
"need",1,3,4
"non",1,3,4
"normal",2,3,4
"note",1,3,4
"notif",1,3,4
"number",1,3,4
"object",4,3,4
"observ",1,3,4
"paramet",3,3,4
"parametr",4,3,4
"patient",1,3,4
"polici",1,3,4
"possibl",2,3,4
"pre",1,3,4
"presenc",1,3,4
"present",2,3,4
"prevent",1,3,4
"probabilist",2,3,4
"probabl",2,3,4
"race",2,3,4
"regr",1,3,4
"regress",2,3,4
"represent",1,3,4
"respons",1,3,4
"second",3,3,4
"select",2,3,4
"semi",1,3,4
"sent",1,3,4
"sinc",1,3,4
"sion",1,3,4
"standard",1,3,4
"state",1,3,4
"statist",1,3,4
"studi",5,3,4
"sul",1,3,4
"surviv",4,3,4
"syndrom",1,3,4
"terion",1,3,4
"term",1,3,4
"time",4,3,4
"tool",1,3,4
"tween",1,3,4
"two",1,3,4
"type",1,3,4
"valu",1,3,4
"variabl",4,3,4
"verifi",2,3,4
"via",1,3,4
"viru",1,3,4
"week",1,3,4
"weibul",2,3,4
"white",1,3,4
"year",1,3,4
"zero",1,3,4
"adequ",1,4,4
"adjust",1,4,4
"agenc",1,4,4
"aim",1,4,4
"also",1,4,4
"analyz",2,4,4
"annual",1,4,4
"avail",1,4,4
"brazil",2,4,4
"campo",1,4,4
"can",1,4,4
"candid",1,4,4
"capit",2,4,4
"case",1,4,4
"data",2,4,4
"databas",1,4,4
"describ",5,4,4
"descript",1,4,4
"discret",7,4,4
"distribut",9,4,4
"evalu",4,4,4
"gamma",5,4,4
"gener",3,4,4
"geometr",2,4,4
"good",2,4,4
"grand",1,4,4
"histor",1,4,4
"indic",1,4,4
"institut",1,4,4
"josé",2,4,4
"keyword",1,4,4
"length",6,4,4
"lindlei",2,4,4
"made",1,4,4
"mention",1,4,4
"meteorolog",2,4,4
"monthli",3,4,4
"nation",2,4,4
"observ",1,4,4
"obtain",1,4,4
"paramet",3,4,4
"paraná",1,4,4
"particular",1,4,4
"perform",1,4,4
"pluviometr",1,4,4
"port",1,4,4
"portal",2,4,4
"porto",4,4,4
"prove",1,4,4
"recommend",2,4,4
"record",1,4,4
"result",1,4,4
"rico",2,4,4
"river",1,4,4
"são",2,4,4
"seri",3,4,4
"sinc",1,4,4
"spell",6,4,4
"station",5,4,4
"studi",1,4,4
"truncat",6,4,4
"water",1,4,4
"well",2,4,4
"wet",6,4,4
"wherea",1,4,4
"whether",2,4,4
"work",1,4,4
"zero",6,4,4
"analysi",3,5,4
"analyz",1,5,4
"anxieti",2,5,4
"applic",1,5,4
"belong",1,5,4
"brazilian",1,5,4
"compar",1,5,4
"confirm",2,5,4
"confirmatori",1,5,4
"construct",1,5,4
"depress",2,5,4
"differ",2,5,4
"equat",2,5,4
"exhaust",1,5,4
"factor",1,5,4
"famili",1,5,4
"femal",1,5,4
"group",1,5,4
"higher",1,5,4
"identifi",2,5,4
"instrument",2,5,4
"invari",1,5,4
"kei",1,5,4
"latent",1,5,4
"mean",1,5,4
"measur",1,5,4
"medic",1,5,4
"mgcfa",1,5,4
"model",3,5,4
"multigroup",2,5,4
"observ",1,5,4
"possibl",1,5,4
"psychometr",4,5,4
"random",1,5,4
"sampl",1,5,4
"sed",1,5,4
"sem",1,5,4
"show",1,5,4
"signific",1,5,4
"statist",2,5,4
"structur",3,5,4
"strument",1,5,4
"student",1,5,4
"studi",1,5,4
"techniqu",1,5,4
"theoret",2,5,4
"underli",1,5,4
"variabl",1,5,4
"verifi",2,5,4
"wherea",1,5,4
"whose",1,5,4
"word",1,5,4
"abl",1,6,4
"agrarian",1,6,4
"aliz",1,6,4
"applic",5,6,4
"appropri",1,6,4
"area",1,6,4
"assist",1,6,4
"asymmetr",1,6,4
"base",1,6,4
"behavior",2,6,4
"biliti",1,6,4
"breed",1,6,4
"canker",1,6,4
"captur",1,6,4
"citru",1,6,4
"clusion",1,6,4
"collect",1,6,4
"compar",2,6,4
"con",1,6,4
"conclud",1,6,4
"consensu",1,6,4
"correl",1,6,4
"data",2,6,4
"databas",1,6,4
"decis",1,6,4
"depend",1,6,4
"diamet",1,6,4
"diseas",6,6,4
"distribut",3,6,4
"draw",1,6,4
"entir",1,6,4
"evalu",3,6,4
"evolut",1,6,4
"exempl",1,6,4
"experi",2,6,4
"explanatori",1,6,4
"final",1,6,4
"first",2,6,4
"fit",2,6,4
"five",1,6,4
"gener",4,6,4
"genotyp",6,6,4
"individu",1,6,4
"inform",1,6,4
"inher",1,6,4
"intent",1,6,4
"intra",1,6,4
"keyword",1,6,4
"largest",1,6,4
"least",1,6,4
"lesion",1,6,4
"less",1,6,4
"linear",2,6,4
"longitudin",2,6,4
"mai",1,6,4
"mainli",1,6,4
"major",1,6,4
"make",1,6,4
"measur",3,6,4
"mental",1,6,4
"methodologi",2,6,4
"mix",2,6,4
"model",3,6,4
"must",1,6,4
"need",1,6,4
"number",1,6,4
"orang",2,6,4
"ori",1,6,4
"pera",1,6,4
"period",2,6,4
"pest",1,6,4
"plant",1,6,4
"possibl",2,6,4
"prec",1,6,4
"predetermin",1,6,4
"present",1,6,4
"proba",1,6,4
"probabl",3,6,4
"prove",1,6,4
"purpos",1,6,4
"regard",1,6,4
"relat",1,6,4
"repeat",2,6,4
"research",3,6,4
"resist",4,6,4
"respect",1,6,4
"respons",1,6,4
"second",2,6,4
"sector",1,6,4
"sens",1,6,4
"sibl",1,6,4
"sinc",1,6,4
"six",1,6,4
"sixteen",1,6,4
"statist",3,6,4
"studi",1,6,4
"support",2,6,4
"suscept",3,6,4
"sweet",2,6,4
"symmetr",1,6,4
"tribut",1,6,4
"ture",1,6,4
"two",1,6,4
"type",1,6,4
"unit",1,6,4
"usual",1,6,4
"valencia",1,6,4
"variabl",2,6,4
"verifi",3,6,4
"well",1,6,4
"westin",1,6,4
"wherea",1,6,4
"work",1,6,4
"–",3,7,4
"algorithm",2,7,4
"appli",1,7,4
"applic",1,7,4
"approach",3,7,4
"balanc",1,7,4
"base",1,7,4
"bayesian",2,7,4
"ber",1,7,4
"brazil",1,7,4
"case",1,7,4
"compar",1,7,4
"computa",1,7,4
"confid",1,7,4
"consequ",1,7,4
"cori",1,7,4
"countri",1,7,4
"covid",3,7,4
"creat",2,7,4
"crisi",2,7,4
"current",1,7,4
"curv",1,7,4
"data",1,7,4
"decid",1,7,4
"decis",2,7,4
"despit",1,7,4
"develop",2,7,4
"differ",2,7,4
"dilemma",1,7,4
"econom",1,7,4
"effect",1,7,4
"effort",1,7,4
"epidem",1,7,4
"epiestim",1,7,4
"estim",6,7,4
"europ",1,7,4
"evid",1,7,4
"forc",1,7,4
"found",1,7,4
"give",1,7,4
"govern",2,7,4
"group",1,7,4
"guid",1,7,4
"harsh",1,7,4
"hast",2,7,4
"health",1,7,4
"help",1,7,4
"high",1,7,4
"implement",1,7,4
"incid",1,7,4
"indic",1,7,4
"interv",2,7,4
"keyword",1,7,4
"longer",1,7,4
"main",1,7,4
"maker",1,7,4
"measur",1,7,4
"method",2,7,4
"metropoli",2,7,4
"model",1,7,4
"narrow",2,7,4
"nation",1,7,4
"num",1,7,4
"number",3,7,4
"packag",1,7,4
"pandem",2,7,4
"pattern",1,7,4
"period",1,7,4
"polici",1,7,4
"precis",1,7,4
"prior",1,7,4
"produc",1,7,4
"project",1,7,4
"public",2,7,4
"report",1,7,4
"reproduct",4,7,4
"respons",1,7,4
"rest",1,7,4
"restrict",1,7,4
"result",2,7,4
"scienc",1,7,4
"sens",1,7,4
"sever",1,7,4
"societi",1,7,4
"spline",1,7,4
"swiss",2,7,4
"switzerland",2,7,4
"task",1,7,4
"tional",1,7,4
"variat",1,7,4
"weekli",1,7,4
"whose",1,7,4
"acut",1,8,4
"aim",1,8,4
"allow",1,8,4
"among",1,8,4
"analysi",1,8,4
"associ",2,8,4
"brazil",1,8,4
"built",1,8,4
"calcul",1,8,4
"case",1,8,4
"certain",1,8,4
"comorbid",2,8,4
"consequ",1,8,4
"consid",1,8,4
"contain",1,8,4
"covid",2,8,4
"data",1,8,4
"death",2,8,4
"descript",1,8,4
"diseas",1,8,4
"educ",2,8,4
"epidemiolog",1,8,4
"erderli",1,8,4
"estim",1,8,4
"evalu",2,8,4
"factor",4,8,4
"fect",1,8,4
"gender",1,8,4
"higher",1,8,4
"hospit",3,8,4
"influenza",1,8,4
"inform",1,8,4
"initi",1,8,4
"interpret",1,8,4
"investig",2,8,4
"kaplan",1,8,4
"keyword",1,8,4
"liver",1,8,4
"low",1,8,4
"main",1,8,4
"median",2,8,4
"meier",1,8,4
"model",1,8,4
"neurolog",1,8,4
"obtain",1,8,4
"parametr",1,8,4
"patient",3,8,4
"period",1,8,4
"possibl",1,8,4
"probabl",1,8,4
"race",1,8,4
"regard",1,8,4
"region",1,8,4
"registri",1,8,4
"regress",1,8,4
"relationship",1,8,4
"respiratori",1,8,4
"result",2,8,4
"risk",2,8,4
"sever",2,8,4
"shorter",1,8,4
"show",1,8,4
"simultan",1,8,4
"studi",1,8,4
"sur",1,8,4
"surveil",1,8,4
"surviv",8,8,4
"symp",1,8,4
"syndrom",1,8,4
"tem",1,8,4
"term",1,8,4
"throught",1,8,4
"time",8,8,4
"tom",1,8,4
"variabl",1,8,4
"vive",1,8,4
"abil",1,9,4
"academ",1,9,4
"activ",1,9,4
"adapt",1,9,4
"adjust",1,9,4
"aim",1,9,4
"allow",1,9,4
"among",1,9,4
"analyz",1,9,4
"area",2,9,4
"assist",1,9,4
"associ",1,9,4
"binari",1,9,4
"brazilian",1,9,4
"carri",1,9,4
"class",2,9,4
"classroom",1,9,4
"compos",1,9,4
"concentr",1,9,4
"context",1,9,4
"continu",1,9,4
"convivi",1,9,4
"covari",2,9,4
"covid",3,9,4
"databas",1,9,4
"durat",1,9,4
"educ",1,9,4
"electron",1,9,4
"environ",1,9,4
"everyon",1,9,4
"face",2,9,4
"factor",1,9,4
"feel",2,9,4
"five",1,9,4
"form",1,9,4
"given",1,9,4
"got",1,9,4
"greater",1,9,4
"group",1,9,4
"highlight",1,9,4
"hit",1,9,4
"identifi",1,9,4
"impact",1,9,4
"impair",1,9,4
"influenc",1,9,4
"institut",1,9,4
"interact",1,9,4
"interrupt",1,9,4
"keyword",1,9,4
"learn",5,9,4
"live",1,9,4
"logist",2,9,4
"look",1,9,4
"loss",2,9,4
"march",1,9,4
"meet",1,9,4
"methodologi",1,9,4
"mobil",1,9,4
"model",1,9,4
"need",1,9,4
"number",1,9,4
"pandem",2,9,4
"part",1,9,4
"possibl",1,9,4
"prepar",1,9,4
"process",3,9,4
"public",2,9,4
"queri",2,9,4
"question",1,9,4
"real",1,9,4
"regress",2,9,4
"relat",1,9,4
"remot",7,9,4
"replac",1,9,4
"respons",2,9,4
"restrict",1,9,4
"result",2,9,4
"reveal",1,9,4
"role",1,9,4
"select",1,9,4
"show",1,9,4
"situat",1,9,4
"societi",1,9,4
"sought",1,9,4
"specif",1,9,4
"statist",2,9,4
"stepwis",1,9,4
"student",4,9,4
"support",1,9,4
"synchron",1,9,4
"teach",4,9,4
"teacher",3,9,4
"technolog",1,9,4
"temporarili",1,9,4
"thing",1,9,4
"thu",1,9,4
"time",1,9,4
"uniqu",1,9,4
"univers",2,9,4
"variabl",1,9,4
"virtual",2,9,4
"wai",1,9,4
"whole",1,9,4
"work",2,9,4
"across",1,10,4
"admit",1,10,4
"allow",1,10,4
"analysi",2,10,4
"analyz",1,10,4
"appear",1,10,4
"appli",2,10,4
"associ",2,10,4
"behav",1,10,4
"biolog",1,10,4
"biomark",1,10,4
"biomed",1,10,4
"care",1,10,4
"chlorid",1,10,4
"collect",2,10,4
"combin",1,10,4
"common",1,10,4
"concurr",1,10,4
"count",1,10,4
"covari",1,10,4
"covid",1,10,4
"daili",1,10,4
"data",4,10,4
"dataset",1,10,4
"deal",1,10,4
"depend",1,10,4
"differ",2,10,4
"diseas",1,10,4
"dynam",1,10,4
"effect",1,10,4
"endogen",1,10,4
"especi",1,10,4
"explor",1,10,4
"first",1,10,4
"follow",2,10,4
"form",1,10,4
"framework",1,10,4
"function",1,10,4
"hazard",1,10,4
"hiv",1,10,4
"ignor",1,10,4
"immunolog",1,10,4
"individu",1,10,4
"intens",1,10,4
"interpret",1,10,4
"joint",4,10,4
"keyword",1,10,4
"likelihood",1,10,4
"linear",1,10,4
"link",1,10,4
"longitudin",4,10,4
"lymphocyt",1,10,4
"mai",2,10,4
"measur",1,10,4
"missing",1,10,4
"mix",1,10,4
"model",4,10,4
"non",1,10,4
"observ",1,10,4
"often",1,10,4
"outcom",1,10,4
"parameter",3,10,4
"particular",1,10,4
"patient",3,10,4
"perspect",1,10,4
"possibl",1,10,4
"present",1,10,4
"process",1,10,4
"proport",1,10,4
"propos",1,10,4
"recoveri",1,10,4
"regress",1,10,4
"requir",1,10,4
"second",1,10,4
"serum",1,10,4
"set",2,10,4
"situat",1,10,4
"slope",1,10,4
"sourc",1,10,4
"standpoint",1,10,4
"studi",3,10,4
"surviv",6,10,4
"taken",1,10,4
"therefor",1,10,4
"time",4,10,4
"two",2,10,4
"type",1,10,4
"underli",1,10,4
"unit",1,10,4
"vari",1,10,4
"addit",1,11,4
"aid",1,11,4
"algorithm",1,11,4
"appli",3,11,4
"arm",1,11,4
"associ",2,11,4
"behavior",1,11,4
"brazil",2,11,4
"can",1,11,4
"case",1,11,4
"complet",1,11,4
"compo",1,11,4
"consid",1,11,4
"consist",1,11,4
"corrobor",1,11,4
"covid",3,11,4
"data",4,11,4
"dataset",1,11,4
"determin",1,11,4
"diseas",3,11,4
"disser",1,11,4
"effect",1,11,4
"elderli",1,11,4
"emerg",1,11,4
"epidemiolog",1,11,4
"global",1,11,4
"group",1,11,4
"health",2,11,4
"hospit",1,11,4
"identifi",2,11,4
"indic",1,11,4
"individu",1,11,4
"integr",1,11,4
"keyword",1,11,4
"literatur",1,11,4
"look",1,11,4
"method",3,11,4
"mine",2,11,4
"mra",1,11,4
"occurr",1,11,4
"pandem",1,11,4
"pattern",3,11,4
"plan",1,11,4
"platform",1,11,4
"point",1,11,4
"potenti",1,11,4
"premis",1,11,4
"present",1,11,4
"profil",1,11,4
"prove",1,11,4
"public",3,11,4
"publish",1,11,4
"real",1,11,4
"recogn",1,11,4
"review",2,11,4
"rule",1,11,4
"schedul",1,11,4
"scientif",1,11,4
"sed",1,11,4
"special",1,11,4
"studi",1,11,4
"tation",1,11,4
"vaccin",1,11,4
"well",1,11,4
"work",1,11,4
"abl",1,12,4
"activ",1,12,4
"addit",1,12,4
"adequ",1,12,4
"agricultur",1,12,4
"also",1,12,4
"among",1,12,4
"applic",1,12,4
"approach",1,12,4
"aris",1,12,4
"assumpt",1,12,4
"bat",1,12,4
"behavior",1,12,4
"belong",1,12,4
"best",1,12,4
"beta",1,12,4
"binomi",4,12,4
"brazilian",1,12,4
"can",1,12,4
"captur",1,12,4
"citru",3,12,4
"com",1,12,4
"commerci",1,12,4
"concentr",1,12,4
"consid",1,12,4
"context",1,12,4
"control",1,12,4
"correl",1,12,4
"count",1,12,4
"countri",1,12,4
"data",1,12,4
"deal",1,12,4
"delaport",1,12,4
"devast",1,12,4
"discuss",1,12,4
"diseas",4,12,4
"distribut",4,12,4
"due",1,12,4
"effect",1,12,4
"effici",1,12,4
"especi",1,12,4
"evalu",1,12,4
"exampl",1,12,4
"experi",1,12,4
"explanatori",1,12,4
"exponenti",1,12,4
"factor",1,12,4
"famili",2,12,4
"flexibl",1,12,4
"found",2,12,4
"funda",1,12,4
"furthermor",1,12,4
"gamlss",3,12,4
"gener",6,12,4
"glmm",1,12,4
"great",1,12,4
"green",1,12,4
"heterogen",1,12,4
"hlb",2,12,4
"huanglongb",1,12,4
"import",1,12,4
"increas",1,12,4
"indic",1,12,4
"individu",1,12,4
"industri",1,12,4
"infect",1,12,4
"infest",1,12,4
"insect",3,12,4
"invers",1,12,4
"juic",1,12,4
"keyword",1,12,4
"leader",1,12,4
"linear",2,12,4
"literatur",1,12,4
"locat",1,12,4
"longitudin",2,12,4
"loss",1,12,4
"main",1,12,4
"manag",1,12,4
"map",1,12,4
"mea",1,12,4
"measur",1,12,4
"mental",1,12,4
"method",1,12,4
"methodologi",4,12,4
"mix",2,12,4
"mlgm",1,12,4
"model",10,12,4
"necessari",2,12,4
"neg",4,12,4
"non",1,12,4
"normal",2,12,4
"number",1,12,4
"object",1,12,4
"obtain",1,12,4
"orang",3,12,4
"orchard",1,12,4
"paramet",1,12,4
"perform",1,12,4
"pest",1,12,4
"plant",1,12,4
"poi",1,12,4
"poisson",1,12,4
"possibl",1,12,4
"presenc",1,12,4
"produc",1,12,4
"product",2,12,4
"properli",1,12,4
"proport",1,12,4
"propos",1,12,4
"random",1,12,4
"regard",1,12,4
"regress",1,12,4
"repeat",2,12,4
"respons",5,12,4
"result",1,12,4
"satisfi",1,12,4
"scale",2,12,4
"select",1,12,4
"sens",1,12,4
"shape",1,12,4
"sichel",1,12,4
"sinc",1,12,4
"sociat",1,12,4
"son",1,12,4
"statist",2,12,4
"studi",3,12,4
"support",1,12,4
"sure",1,12,4
"sweet",1,12,4
"test",1,12,4
"therefor",2,12,4
"thu",1,12,4
"time",1,12,4
"transmiss",1,12,4
"type",3,12,4
"variabl",1,12,4
"varianc",1,12,4
"vector",2,12,4
"work",1,12,4
"world",1,12,4
"adjust",1,13,4
"adopt",1,13,4
"algorithm",1,13,4
"analysi",1,13,4
"answer",1,13,4
"associa",1,13,4
"assum",1,13,4
"base",2,13,4
"bayesian",6,13,4
"bivari",1,13,4
"carlo",1,13,4
"carri",2,13,4
"chain",1,13,4
"condit",2,13,4
"consid",1,13,4
"continu",2,13,4
"covari",1,13,4
"cpo",1,13,4
"data",2,13,4
"densiti",1,13,4
"depend",2,13,4
"diagnosi",3,13,4
"discret",4,13,4
"distribut",3,13,4
"disturb",1,13,4
"establish",1,13,4
"estim",5,13,4
"exponenti",2,13,4
"final",1,13,4
"follow",2,13,4
"function",1,13,4
"hast",1,13,4
"inferenti",1,13,4
"influenti",1,13,4
"inform",1,13,4
"keyword",1,13,4
"link",1,13,4
"margin",2,13,4
"markov",1,13,4
"mcmc",1,13,4
"mean",2,13,4
"measur",1,13,4
"method",2,13,4
"methodologi",1,13,4
"metropoli",1,13,4
"model",4,13,4
"modif",1,13,4
"mont",1,13,4
"necessari",1,13,4
"non",1,13,4
"observ",1,13,4
"obtain",2,13,4
"occur",1,13,4
"order",1,13,4
"ordinari",1,13,4
"paper",1,13,4
"paramet",2,13,4
"perform",1,13,4
"poisson",2,13,4
"possibl",1,13,4
"posteriori",1,13,4
"predetermin",1,13,4
"predict",1,13,4
"priori",1,13,4
"properti",1,13,4
"propos",2,13,4
"relat",1,13,4
"residu",4,13,4
"respons",5,13,4
"sampl",1,13,4
"scenario",1,13,4
"set",2,13,4
"simul",2,13,4
"structur",1,13,4
"studi",1,13,4
"teriori",1,13,4
"tion",1,13,4
"tribut",1,13,4
"variabl",4,13,4
"variat",1,13,4
"verif",1,13,4
"verifi",2,13,4
"via",1,13,4
"absolut",1,14,4
"adjust",1,14,4
"airpasseng",1,14,4
"allow",1,14,4
"analysi",3,14,4
"apophi",1,14,4
"approach",1,14,4
"artifici",2,14,4
"asteroid",1,14,4
"bronchiol",1,14,4
"coeffici",1,14,4
"comput",1,14,4
"dai",1,14,4
"data",1,14,4
"determin",1,14,4
"develop",1,14,4
"discuss",1,14,4
"dissert",1,14,4
"distanc",1,14,4
"error",3,14,4
"evalu",2,14,4
"everi",1,14,4
"explain",1,14,4
"forecast",1,14,4
"form",1,14,4
"given",1,14,4
"henc",1,14,4
"implement",1,14,4
"import",1,14,4
"incorpor",1,14,4
"infin",1,14,4
"keyword",1,14,4
"languag",1,14,4
"mean",3,14,4
"model",2,14,4
"network",7,14,4
"neural",5,14,4
"new",1,14,4
"occur",1,14,4
"packag",1,14,4
"paraná",1,14,4
"perform",1,14,4
"phase",1,14,4
"phenomena",1,14,4
"predict",2,14,4
"present",1,14,4
"program",1,14,4
"propos",4,14,4
"purpos",1,14,4
"recurr",4,14,4
"root",1,14,4
"seri",3,14,4
"softwar",1,14,4
"squar",2,14,4
"state",1,14,4
"structur",1,14,4
"studi",1,14,4
"substanti",1,14,4
"test",1,14,4
"theori",2,14,4
"three",1,14,4
"throughout",1,14,4
"time",3,14,4
"train",1,14,4
"two",1,14,4
"union",1,14,4
"wavelet",5,14,4
"whose",1,14,4
"will",1,14,4
"wnn",1,14,4
"work",1,14,4
"accord",1,15,4
"aim",1,15,4
"analysi",1,15,4
"analyt",1,15,4
"analyz",1,15,4
"attent",1,15,4
"babi",1,15,4
"behavior",1,15,4
"brazil",1,15,4
"care",2,15,4
"cascavel",1,15,4
"child",1,15,4
"children",1,15,4
"cluster",1,15,4
"consist",1,15,4
"dai",2,15,4
"death",1,15,4
"decreas",2,15,4
"deliveri",1,15,4
"descript",1,15,4
"determin",1,15,4
"die",1,15,4
"earli",1,15,4
"ecolog",1,15,4
"educ",1,15,4
"effect",1,15,4
"estim",2,15,4
"factor",3,15,4
"first",1,15,4
"follow",1,15,4
"gaussian",1,15,4
"gener",1,15,4
"gestat",1,15,4
"greater",1,15,4
"group",1,15,4
"health",3,15,4
"indic",1,15,4
"influenc",1,15,4
"investig",1,15,4
"irati",1,15,4
"keyword",1,15,4
"late",1,15,4
"life",1,15,4
"like",1,15,4
"linear",1,15,4
"link",1,15,4
"live",1,15,4
"low",1,15,4
